name,currency,date,tenor,rate
GBP_LIBOR_BBA,GBP,"[2019,1,6]",6M,1.00234
GBP_LIBOR_BBA,GBP,"[2019,1,7]",6M,1.00491
GBP_LIBOR_BBA,GBP,"[2019,1,8]",6M,0.99728
GBP_LIBOR_BBA,GBP,"[2019,1,9]",6M,1.00234
GBP_LIBOR_BBA,GBP,"[2019,1,10]",6M,1.00028
GBP_LIBOR_BBA,GBP,"[2019,1,11]",6M,1.00013
GBP_LIBOR_BBA,GBP,"[2019,1,12]",6M,1.00182
GBP_LIBOR_BBA,GBP,"[2019,1,13]",6M,1.00061
GBP_LIBOR_BBA,GBP,"[2019,1,14]",6M,1.00693
GBP_LIBOR_BBA,GBP,"[2019,1,15]",6M,1.00911
GBP_LIBOR_BBA,GBP,"[2019,1,16]",6M,1.00388
GBP_LIBOR_BBA,GBP,"[2019,1,17]",6M,1.015
GBP_LIBOR_BBA,GBP,"[2019,1,18]",6M,1.006
GBP_LIBOR_BBA,GBP,"[2019,1,19]",6M,1.01444
GBP_LIBOR_BBA,GBP,"[2019,1,20]",6M,1.01844
GBP_LIBOR_BBA,GBP,"[2019,1,21]",6M,1.02232
GBP_LIBOR_BBA,GBP,"[2019,1,22]",6M,1.03307
GBP_LIBOR_BBA,GBP,"[2019,1,23]",6M,1.03738
GBP_LIBOR_BBA,GBP,"[2019,1,24]",6M,1.034
GBP_LIBOR_BBA,GBP,"[2019,1,25]",6M,1.02819
GBP_LIBOR_BBA,GBP,"[2019,1,26]",6M,1.03019
GBP_LIBOR_BBA,GBP,"[2019,1,27]",6M,1.03207
GBP_LIBOR_BBA,GBP,"[2019,1,28]",6M,1.05782
GBP_LIBOR_BBA,GBP,"[2019,1,29]",6M,1.05807
GBP_LIBOR_BBA,GBP,"[2019,1,30]",6M,1.05982
GBP_LIBOR_BBA,GBP,"[2019,1,31]",6M,1.06863
GBP_LIBOR_BBA,GBP,"[2019,2,1]",6M,1.07213
GBP_LIBOR_BBA,GBP,"[2019,2,2]",6M,1.07107
GBP_LIBOR_BBA,GBP,"[2019,2,3]",6M,1.08213
GBP_LIBOR_BBA,GBP,"[2019,2,4]",6M,1.08232
GBP_LIBOR_BBA,GBP,"[2019,2,5]",6M,1.08057
GBP_LIBOR_BBA,GBP,"[2019,2,6]",6M,1.0983
GBP_LIBOR_BBA,GBP,"[2019,2,7]",6M,1.102
GBP_LIBOR_BBA,GBP,"[2019,2,8]",6M,1.11163
GBP_LIBOR_BBA,GBP,"[2019,2,9]",6M,1.11188
GBP_LIBOR_BBA,GBP,"[2019,2,10]",6M,1.10844
GBP_LIBOR_BBA,GBP,"[2019,2,11]",6M,1.10807
GBP_LIBOR_BBA,GBP,"[2019,2,12]",6M,1.11207
GBP_LIBOR_BBA,GBP,"[2019,2,13]",6M,1.11425
GBP_LIBOR_BBA,GBP,"[2019,2,14]",6M,1.12044
GBP_LIBOR_BBA,GBP,"[2019,2,15]",6M,1.12357
GBP_LIBOR_BBA,GBP,"[2019,2,16]",6M,1.12157
GBP_LIBOR_BBA,GBP,"[2019,2,17]",6M,1.12332
GBP_LIBOR_BBA,GBP,"[2019,2,18]",6M,1.12757
GBP_LIBOR_BBA,GBP,"[2019,2,19]",6M,1.13607
GBP_LIBOR_BBA,GBP,"[2019,2,20]",6M,1.12957
GBP_LIBOR_BBA,GBP,"[2019,2,21]",6M,1.13557
GBP_LIBOR_BBA,GBP,"[2019,2,22]",6M,1.13282
GBP_LIBOR_BBA,GBP,"[2019,2,23]",6M,1.14757
GBP_LIBOR_BBA,GBP,"[2019,2,24]",6M,1.15924
GBP_LIBOR_BBA,GBP,"[2019,2,25]",6M,1.17732
GBP_LIBOR_BBA,GBP,"[2019,2,26]",6M,1.18694
GBP_LIBOR_BBA,GBP,"[2019,2,27]",6M,1.20019
GBP_LIBOR_BBA,GBP,"[2019,2,28]",6M,1.19769
GBP_LIBOR_BBA,GBP,"[2019,3,1]",6M,1.22194
GBP_LIBOR_BBA,GBP,"[2019,3,2]",6M,1.24019
GBP_LIBOR_BBA,GBP,"[2019,3,3]",6M,1.25194
GBP_LIBOR_BBA,GBP,"[2019,3,4]",6M,1.26007
GBP_LIBOR_BBA,GBP,"[2019,3,5]",6M,1.28469
GBP_LIBOR_BBA,GBP,"[2019,3,6]",6M,1.29994
GBP_LIBOR_BBA,GBP,"[2019,3,7]",6M,1.29944
GBP_LIBOR_BBA,GBP,"[2019,3,8]",6M,1.29319
GBP_LIBOR_BBA,GBP,"[2019,3,9]",6M,1.30594
GBP_LIBOR_BBA,GBP,"[2019,3,10]",6M,1.30682
GBP_LIBOR_BBA,GBP,"[2019,3,11]",6M,1.30632
GBP_LIBOR_BBA,GBP,"[2019,3,12]",6M,1.32557
GBP_LIBOR_BBA,GBP,"[2019,3,13]",6M,1.32257
GBP_LIBOR_BBA,GBP,"[2019,3,14]",6M,1.31869
GBP_LIBOR_BBA,GBP,"[2019,3,15]",6M,1.31744
GBP_LIBOR_BBA,GBP,"[2019,3,16]",6M,1.31585
GBP_LIBOR_BBA,GBP,"[2019,3,17]",6M,1.28344
GBP_LIBOR_BBA,GBP,"[2019,3,18]",6M,1.28007
GBP_LIBOR_BBA,GBP,"[2019,3,19]",6M,1.27794
GBP_LIBOR_BBA,GBP,"[2019,3,20]",6M,1.27519
GBP_LIBOR_BBA,GBP,"[2019,3,21]",6M,1.28732
GBP_LIBOR_BBA,GBP,"[2019,3,22]",6M,1.23844
GBP_LIBOR_BBA,GBP,"[2019,3,23]",6M,1.23007
GBP_LIBOR_BBA,GBP,"[2019,3,24]",6M,1.22557
GBP_LIBOR_BBA,GBP,"[2019,3,25]",6M,1.22707
GBP_LIBOR_BBA,GBP,"[2019,3,26]",6M,1.21457
GBP_LIBOR_BBA,GBP,"[2019,3,27]",6M,1.19795
GBP_LIBOR_BBA,GBP,"[2019,3,28]",6M,1.20657
GBP_LIBOR_BBA,GBP,"[2019,3,29]",6M,1.20832
GBP_LIBOR_BBA,GBP,"[2019,3,30]",6M,1.2072
GBP_LIBOR_BBA,GBP,"[2019,3,31]",6M,1.17694
GBP_LIBOR_BBA,GBP,"[2019,4,1]",6M,1.18057
GBP_LIBOR_BBA,GBP,"[2019,4,2]",6M,1.18494
GBP_LIBOR_BBA,GBP,"[2019,4,3]",6M,1.16957
GBP_LIBOR_BBA,GBP,"[2019,4,4]",6M,1.16695
GBP_LIBOR_BBA,GBP,"[2019,4,5]",6M,1.17489
GBP_LIBOR_BBA,GBP,"[2019,4,6]",6M,1.16499
GBP_LIBOR_BBA,GBP,"[2019,4,7]",6M,1.16192
GBP_LIBOR_BBA,GBP,"[2019,4,8]",6M,1.1608
GBP_LIBOR_BBA,GBP,"[2019,4,9]",6M,1.1589
GBP_LIBOR_BBA,GBP,"[2019,4,10]",6M,1.14181
GBP_LIBOR_BBA,GBP,"[2019,4,11]",6M,1.14213
GBP_LIBOR_BBA,GBP,"[2019,4,12]",6M,1.13632
GBP_LIBOR_BBA,GBP,"[2019,4,13]",6M,1.13793
GBP_LIBOR_BBA,GBP,"[2019,4,14]",6M,1.14504
GBP_LIBOR_BBA,GBP,"[2019,4,15]",6M,1.15881
GBP_LIBOR_BBA,GBP,"[2019,4,16]",6M,1.16656
GBP_LIBOR_BBA,GBP,"[2019,4,17]",6M,1.1735
GBP_LIBOR_BBA,GBP,"[2019,4,18]",6M,1.18263
GBP_LIBOR_BBA,GBP,"[2019,4,19]",6M,1.18531
GBP_LIBOR_BBA,GBP,"[2019,4,20]",6M,1.18294
GBP_LIBOR_BBA,GBP,"[2019,4,21]",6M,1.17732
GBP_LIBOR_BBA,GBP,"[2019,4,22]",6M,1.17944
GBP_LIBOR_BBA,GBP,"[2019,4,23]",6M,1.17844
GBP_LIBOR_BBA,GBP,"[2019,4,24]",6M,1.17857
GBP_LIBOR_BBA,GBP,"[2019,4,25]",6M,1.17569
GBP_LIBOR_BBA,GBP,"[2019,4,26]",6M,1.17682
GBP_LIBOR_BBA,GBP,"[2019,4,27]",6M,1.17382
GBP_LIBOR_BBA,GBP,"[2019,4,28]",6M,1.17707
GBP_LIBOR_BBA,GBP,"[2019,4,29]",6M,1.20444
GBP_LIBOR_BBA,GBP,"[2019,4,30]",6M,1.20157
GBP_LIBOR_BBA,GBP,"[2019,5,1]",6M,1.20082
GBP_LIBOR_BBA,GBP,"[2019,5,2]",6M,1.20344
GBP_LIBOR_BBA,GBP,"[2019,5,3]",6M,1.20344
GBP_LIBOR_BBA,GBP,"[2019,5,4]",6M,1.21275
GBP_LIBOR_BBA,GBP,"[2019,5,5]",6M,1.216
GBP_LIBOR_BBA,GBP,"[2019,5,6]",6M,1.21844
GBP_LIBOR_BBA,GBP,"[2019,5,7]",6M,1.23319
GBP_LIBOR_BBA,GBP,"[2019,5,8]",6M,1.25269
GBP_LIBOR_BBA,GBP,"[2019,5,9]",6M,1.25169
GBP_LIBOR_BBA,GBP,"[2019,5,10]",6M,1.25007
GBP_LIBOR_BBA,GBP,"[2019,5,11]",6M,1.25182
GBP_LIBOR_BBA,GBP,"[2019,5,12]",6M,1.26319
GBP_LIBOR_BBA,GBP,"[2019,5,13]",6M,1.26519
GBP_LIBOR_BBA,GBP,"[2019,5,14]",6M,1.26169
GBP_LIBOR_BBA,GBP,"[2019,5,15]",6M,1.27775
GBP_LIBOR_BBA,GBP,"[2019,5,16]",6M,1.27994
GBP_LIBOR_BBA,GBP,"[2019,5,17]",6M,1.26832
GBP_LIBOR_BBA,GBP,"[2019,5,18]",6M,1.28638
GBP_LIBOR_BBA,GBP,"[2019,5,19]",6M,1.28182
GBP_LIBOR_BBA,GBP,"[2019,5,20]",6M,1.30213
GBP_LIBOR_BBA,GBP,"[2019,5,21]",6M,1.30969
GBP_LIBOR_BBA,GBP,"[2019,5,22]",6M,1.30944
GBP_LIBOR_BBA,GBP,"[2019,5,23]",6M,1.31182
GBP_LIBOR_BBA,GBP,"[2019,5,24]",6M,1.32
GBP_LIBOR_BBA,GBP,"[2019,5,25]",6M,1.3255
GBP_LIBOR_BBA,GBP,"[2019,5,26]",6M,1.31669
GBP_LIBOR_BBA,GBP,"[2019,5,27]",6M,1.33
GBP_LIBOR_BBA,GBP,"[2019,5,28]",6M,1.32988
GBP_LIBOR_BBA,GBP,"[2019,5,29]",6M,1.33444
GBP_LIBOR_BBA,GBP,"[2019,5,30]",6M,1.33069
GBP_LIBOR_BBA,GBP,"[2019,5,31]",6M,1.33119
GBP_LIBOR_BBA,GBP,"[2019,6,1]",6M,1.32457
GBP_LIBOR_BBA,GBP,"[2019,6,2]",6M,1.31894
GBP_LIBOR_BBA,GBP,"[2019,6,3]",6M,1.32194
GBP_LIBOR_BBA,GBP,"[2019,6,4]",6M,1.31757
GBP_LIBOR_BBA,GBP,"[2019,6,5]",6M,1.33182
GBP_LIBOR_BBA,GBP,"[2019,6,6]",6M,1.32757
GBP_LIBOR_BBA,GBP,"[2019,6,7]",6M,1.32044
GBP_LIBOR_BBA,GBP,"[2019,6,8]",6M,1.32132
GBP_LIBOR_BBA,GBP,"[2019,6,9]",6M,1.31082
GBP_LIBOR_BBA,GBP,"[2019,6,10]",6M,1.31807
GBP_LIBOR_BBA,GBP,"[2019,6,11]",6M,1.31713
GBP_LIBOR_BBA,GBP,"[2019,6,12]",6M,1.35713
GBP_LIBOR_BBA,GBP,"[2019,6,13]",6M,1.35251
GBP_LIBOR_BBA,GBP,"[2019,6,14]",6M,1.35251
GBP_LIBOR_BBA,GBP,"[2019,6,15]",6M,1.36576
GBP_LIBOR_BBA,GBP,"[2019,6,16]",6M,1.36126
GBP_LIBOR_BBA,GBP,"[2019,6,17]",6M,1.35369
GBP_LIBOR_BBA,GBP,"[2019,6,18]",6M,1.36238
GBP_LIBOR_BBA,GBP,"[2019,6,19]",6M,1.35488
GBP_LIBOR_BBA,GBP,"[2019,6,20]",6M,1.36151
GBP_LIBOR_BBA,GBP,"[2019,6,21]",6M,1.35982
GBP_LIBOR_BBA,GBP,"[2019,6,22]",6M,1.36213
GBP_LIBOR_BBA,GBP,"[2019,6,23]",6M,1.35238
GBP_LIBOR_BBA,GBP,"[2019,6,24]",6M,1.35038
GBP_LIBOR_BBA,GBP,"[2019,6,25]",6M,1.35794
GBP_LIBOR_BBA,GBP,"[2019,6,26]",6M,1.36119
GBP_LIBOR_BBA,GBP,"[2019,6,27]",6M,1.36776
GBP_LIBOR_BBA,GBP,"[2019,6,28]",6M,1.37232
GBP_LIBOR_BBA,GBP,"[2019,6,29]",6M,1.37707
GBP_LIBOR_BBA,GBP,"[2019,6,30]",6M,1.36757
GBP_LIBOR_BBA,GBP,"[2019,7,1]",6M,1.36838
GBP_LIBOR_BBA,GBP,"[2019,7,2]",6M,1.36382
GBP_LIBOR_BBA,GBP,"[2019,7,3]",6M,1.35844
GBP_LIBOR_BBA,GBP,"[2019,7,4]",6M,1.36601
GBP_LIBOR_BBA,GBP,"[2019,7,5]",6M,1.35907
GBP_LIBOR_BBA,GBP,"[2019,7,6]",6M,1.36463
GBP_LIBOR_BBA,GBP,"[2019,7,7]",6M,1.36926
GBP_LIBOR_BBA,GBP,"[2019,7,8]",6M,1.36709
GBP_LIBOR_BBA,GBP,"[2019,7,9]",6M,1.36638
GBP_LIBOR_BBA,GBP,"[2019,7,10]",6M,1.37663
GBP_LIBOR_BBA,GBP,"[2019,7,11]",6M,1.36988
GBP_LIBOR_BBA,GBP,"[2019,7,12]",6M,1.37388
GBP_LIBOR_BBA,GBP,"[2019,7,13]",6M,1.37876
GBP_LIBOR_BBA,GBP,"[2019,7,14]",6M,1.37901
GBP_LIBOR_BBA,GBP,"[2019,7,15]",6M,1.38501
GBP_LIBOR_BBA,GBP,"[2019,7,16]",6M,1.39501
GBP_LIBOR_BBA,GBP,"[2019,7,17]",6M,1.39426
GBP_LIBOR_BBA,GBP,"[2019,7,18]",6M,1.39851
GBP_LIBOR_BBA,GBP,"[2019,7,19]",6M,1.39476
GBP_LIBOR_BBA,GBP,"[2019,7,20]",6M,1.40301
GBP_LIBOR_BBA,GBP,"[2019,7,21]",6M,1.40576
GBP_LIBOR_BBA,GBP,"[2019,7,22]",6M,1.39907
GBP_LIBOR_BBA,GBP,"[2019,7,23]",6M,1.39982
GBP_LIBOR_BBA,GBP,"[2019,7,24]",6M,1.40251
GBP_LIBOR_BBA,GBP,"[2019,7,25]",6M,1.40019
GBP_LIBOR_BBA,GBP,"[2019,7,26]",6M,1.40132
GBP_LIBOR_BBA,GBP,"[2019,7,27]",6M,1.40388
GBP_LIBOR_BBA,GBP,"[2019,7,28]",6M,1.39819
GBP_LIBOR_BBA,GBP,"[2019,7,29]",6M,1.41032
GBP_LIBOR_BBA,GBP,"[2019,7,30]",6M,1.40032
GBP_LIBOR_BBA,GBP,"[2019,7,31]",6M,1.40069
GBP_LIBOR_BBA,GBP,"[2019,8,1]",6M,1.39888
GBP_LIBOR_BBA,GBP,"[2019,8,2]",6M,1.39757
GBP_LIBOR_BBA,GBP,"[2019,8,3]",6M,1.39257
GBP_LIBOR_BBA,GBP,"[2019,8,4]",6M,1.40101
GBP_LIBOR_BBA,GBP,"[2019,8,5]",6M,1.39594
GBP_LIBOR_BBA,GBP,"[2019,8,6]",6M,1.40319
GBP_LIBOR_BBA,GBP,"[2019,8,7]",6M,1.40094
GBP_LIBOR_BBA,GBP,"[2019,8,8]",6M,1.40594
GBP_LIBOR_BBA,GBP,"[2019,8,9]",6M,1.39632
GBP_LIBOR_BBA,GBP,"[2019,8,10]",6M,1.40838
GBP_LIBOR_BBA,GBP,"[2019,8,11]",6M,1.40507
GBP_LIBOR_BBA,GBP,"[2019,8,12]",6M,1.39969
GBP_LIBOR_BBA,GBP,"[2019,8,13]",6M,1.39994
GBP_LIBOR_BBA,GBP,"[2019,8,14]",6M,1.40601
GBP_LIBOR_BBA,GBP,"[2019,8,15]",6M,1.39601
GBP_LIBOR_BBA,GBP,"[2019,8,16]",6M,1.39988
GBP_LIBOR_BBA,GBP,"[2019,8,17]",6M,1.39463
GBP_LIBOR_BBA,GBP,"[2019,8,18]",6M,1.39113
GBP_LIBOR_BBA,GBP,"[2019,8,19]",6M,1.38938
GBP_LIBOR_BBA,GBP,"[2019,8,20]",6M,1.39263
GBP_LIBOR_BBA,GBP,"[2019,8,21]",6M,1.39401
GBP_LIBOR_BBA,GBP,"[2019,8,22]",6M,1.39076
GBP_LIBOR_BBA,GBP,"[2019,8,23]",6M,1.38838
GBP_LIBOR_BBA,GBP,"[2019,8,24]",6M,1.38388
GBP_LIBOR_BBA,GBP,"[2019,8,25]",6M,1.38813
GBP_LIBOR_BBA,GBP,"[2019,8,26]",6M,1.38126
GBP_LIBOR_BBA,GBP,"[2019,8,27]",6M,1.38088
GBP_LIBOR_BBA,GBP,"[2019,8,28]",6M,1.38013
GBP_LIBOR_BBA,GBP,"[2019,8,29]",6M,1.37651
GBP_LIBOR_BBA,GBP,"[2019,8,30]",6M,1.37551
GBP_LIBOR_BBA,GBP,"[2019,8,31]",6M,1.37601
GBP_LIBOR_BBA,GBP,"[2019,9,1]",6M,1.38276
GBP_LIBOR_BBA,GBP,"[2019,9,2]",6M,1.38201
GBP_LIBOR_BBA,GBP,"[2019,9,3]",6M,1.37651
GBP_LIBOR_BBA,GBP,"[2019,9,4]",6M,1.37513
GBP_LIBOR_BBA,GBP,"[2019,9,5]",6M,1.36938
GBP_LIBOR_BBA,GBP,"[2019,9,6]",6M,1.37388
GBP_LIBOR_BBA,GBP,"[2019,9,7]",6M,1.37451
GBP_LIBOR_BBA,GBP,"[2019,9,8]",6M,1.37676
GBP_LIBOR_BBA,GBP,"[2019,9,9]",6M,1.36876
GBP_LIBOR_BBA,GBP,"[2019,9,10]",6M,1.37601
GBP_LIBOR_BBA,GBP,"[2019,9,11]",6M,1.37438
GBP_LIBOR_BBA,GBP,"[2019,9,12]",6M,1.37851
GBP_LIBOR_BBA,GBP,"[2019,9,13]",6M,1.36901
GBP_LIBOR_BBA,GBP,"[2019,9,14]",6M,1.37588
GBP_LIBOR_BBA,GBP,"[2019,9,15]",6M,1.36976
GBP_LIBOR_BBA,GBP,"[2019,9,16]",6M,1.37176
GBP_LIBOR_BBA,GBP,"[2019,9,17]",6M,1.36976
GBP_LIBOR_BBA,GBP,"[2019,9,18]",6M,1.36363
GBP_LIBOR_BBA,GBP,"[2019,9,19]",6M,1.35838
GBP_LIBOR_BBA,GBP,"[2019,9,20]",6M,1.36588
GBP_LIBOR_BBA,GBP,"[2019,9,21]",6M,1.35976
GBP_LIBOR_BBA,GBP,"[2019,9,22]",6M,1.35801
GBP_LIBOR_BBA,GBP,"[2019,9,23]",6M,1.36751
GBP_LIBOR_BBA,GBP,"[2019,9,24]",6M,1.36551
GBP_LIBOR_BBA,GBP,"[2019,9,25]",6M,1.36563
GBP_LIBOR_BBA,GBP,"[2019,9,26]",6M,1.36738
GBP_LIBOR_BBA,GBP,"[2019,9,27]",6M,1.36176
GBP_LIBOR_BBA,GBP,"[2019,9,28]",6M,1.37007
GBP_LIBOR_BBA,GBP,"[2019,9,29]",6M,1.37051
GBP_LIBOR_BBA,GBP,"[2019,9,30]",6M,1.36732
GBP_LIBOR_BBA,GBP,"[2019,10,1]",6M,1.36501
GBP_LIBOR_BBA,GBP,"[2019,10,2]",6M,1.36801
GBP_LIBOR_BBA,GBP,"[2019,10,3]",6M,1.37601
GBP_LIBOR_BBA,GBP,"[2019,10,4]",6M,1.36951
GBP_LIBOR_BBA,GBP,"[2019,10,5]",6M,1.36088
GBP_LIBOR_BBA,GBP,"[2019,10,6]",6M,1.36263
GBP_LIBOR_BBA,GBP,"[2019,10,7]",6M,1.36632
GBP_LIBOR_BBA,GBP,"[2019,10,8]",6M,1.36713
GBP_LIBOR_BBA,GBP,"[2019,10,9]",6M,1.35638
GBP_LIBOR_BBA,GBP,"[2019,10,10]",6M,1.35976
GBP_LIBOR_BBA,GBP,"[2019,10,11]",6M,1.36376
GBP_LIBOR_BBA,GBP,"[2019,10,12]",6M,1.35851
GBP_LIBOR_BBA,GBP,"[2019,10,13]",6M,1.36251
GBP_LIBOR_BBA,GBP,"[2019,10,14]",6M,1.35876
GBP_LIBOR_BBA,GBP,"[2019,10,15]",6M,1.35601
GBP_LIBOR_BBA,GBP,"[2019,10,16]",6M,1.35676
GBP_LIBOR_BBA,GBP,"[2019,10,17]",6M,1.34951
GBP_LIBOR_BBA,GBP,"[2019,10,18]",6M,1.35076
GBP_LIBOR_BBA,GBP,"[2019,10,19]",6M,1.35726
GBP_LIBOR_BBA,GBP,"[2019,10,20]",6M,1.35051
GBP_LIBOR_BBA,GBP,"[2019,10,21]",6M,1.35238
GBP_LIBOR_BBA,GBP,"[2019,10,22]",6M,1.35713
GBP_LIBOR_BBA,GBP,"[2019,10,23]",6M,1.35026
GBP_LIBOR_BBA,GBP,"[2019,10,24]",6M,1.34426
GBP_LIBOR_BBA,GBP,"[2019,10,25]",6M,1.34126
GBP_LIBOR_BBA,GBP,"[2019,10,26]",6M,1.33826
GBP_LIBOR_BBA,GBP,"[2019,10,27]",6M,1.34226
GBP_LIBOR_BBA,GBP,"[2019,10,28]",6M,1.34051
GBP_LIBOR_BBA,GBP,"[2019,10,29]",6M,1.34026
GBP_LIBOR_BBA,GBP,"[2019,10,30]",6M,1.33701
GBP_LIBOR_BBA,GBP,"[2019,10,31]",6M,1.33726
GBP_LIBOR_BBA,GBP,"[2019,11,1]",6M,1.33088
GBP_LIBOR_BBA,GBP,"[2019,11,2]",6M,1.32963
GBP_LIBOR_BBA,GBP,"[2019,11,3]",6M,1.33626
GBP_LIBOR_BBA,GBP,"[2019,11,4]",6M,1.33851
GBP_LIBOR_BBA,GBP,"[2019,11,5]",6M,1.33188
GBP_LIBOR_BBA,GBP,"[2019,11,6]",6M,1.33782
GBP_LIBOR_BBA,GBP,"[2019,11,7]",6M,1.33807
GBP_LIBOR_BBA,GBP,"[2019,11,8]",6M,1.33294
GBP_LIBOR_BBA,GBP,"[2019,11,9]",6M,1.33663
GBP_LIBOR_BBA,GBP,"[2019,11,10]",6M,1.33726
GBP_LIBOR_BBA,GBP,"[2019,11,11]",6M,1.34232
GBP_LIBOR_BBA,GBP,"[2019,11,12]",6M,1.33801
GBP_LIBOR_BBA,GBP,"[2019,11,13]",6M,1.32744
GBP_LIBOR_BBA,GBP,"[2019,11,14]",6M,1.33076
GBP_LIBOR_BBA,GBP,"[2019,11,15]",6M,1.33076
GBP_LIBOR_BBA,GBP,"[2019,11,16]",6M,1.32838
GBP_LIBOR_BBA,GBP,"[2019,11,17]",6M,1.33213
GBP_LIBOR_BBA,GBP,"[2019,11,18]",6M,1.32251
GBP_LIBOR_BBA,GBP,"[2019,11,19]",6M,1.32819
GBP_LIBOR_BBA,GBP,"[2019,11,20]",6M,1.32119
GBP_LIBOR_BBA,GBP,"[2019,11,21]",6M,1.32676
GBP_LIBOR_BBA,GBP,"[2019,11,22]",6M,1.32613
GBP_LIBOR_BBA,GBP,"[2019,11,23]",6M,1.31901
GBP_LIBOR_BBA,GBP,"[2019,11,24]",6M,1.32332
GBP_LIBOR_BBA,GBP,"[2019,11,25]",6M,1.32513
GBP_LIBOR_BBA,GBP,"[2019,11,26]",6M,1.32201
GBP_LIBOR_BBA,GBP,"[2019,11,27]",6M,1.31801
GBP_LIBOR_BBA,GBP,"[2019,11,28]",6M,1.31601
GBP_LIBOR_BBA,GBP,"[2019,11,29]",6M,1.31876
GBP_LIBOR_BBA,GBP,"[2019,11,30]",6M,1.31682
GBP_LIBOR_BBA,GBP,"[2019,12,1]",6M,1.31082
GBP_LIBOR_BBA,GBP,"[2019,12,2]",6M,1.31382
GBP_LIBOR_BBA,GBP,"[2019,12,3]",6M,1.30769
GBP_LIBOR_BBA,GBP,"[2019,12,4]",6M,1.31051
GBP_LIBOR_BBA,GBP,"[2019,12,5]",6M,1.30782
GBP_LIBOR_BBA,GBP,"[2019,12,6]",6M,1.30269
GBP_LIBOR_BBA,GBP,"[2019,12,7]",6M,1.31269
GBP_LIBOR_BBA,GBP,"[2019,12,8]",6M,1.30376
GBP_LIBOR_BBA,GBP,"[2019,12,9]",6M,1.30607
GBP_LIBOR_BBA,GBP,"[2019,12,10]",6M,1.29757
GBP_LIBOR_BBA,GBP,"[2019,12,11]",6M,1.29357
GBP_LIBOR_BBA,GBP,"[2019,12,12]",6M,1.29326
GBP_LIBOR_BBA,GBP,"[2019,12,13]",6M,1.29644
GBP_LIBOR_BBA,GBP,"[2019,12,14]",6M,1.28619
GBP_LIBOR_BBA,GBP,"[2019,12,15]",6M,1.28719
GBP_LIBOR_BBA,GBP,"[2019,12,16]",6M,1.28494
GBP_LIBOR_BBA,GBP,"[2019,12,17]",6M,1.29182
GBP_LIBOR_BBA,GBP,"[2019,12,18]",6M,1.29019
GBP_LIBOR_BBA,GBP,"[2019,12,19]",6M,1.28138
GBP_LIBOR_BBA,GBP,"[2019,12,20]",6M,1.27957
GBP_LIBOR_BBA,GBP,"[2019,12,21]",6M,1.28476
GBP_LIBOR_BBA,GBP,"[2019,12,22]",6M,1.27863
GBP_LIBOR_BBA,GBP,"[2019,12,23]",6M,1.27901
GBP_LIBOR_BBA,GBP,"[2019,12,24]",6M,1.26976
GBP_LIBOR_BBA,GBP,"[2019,12,25]",6M,1.27188
GBP_LIBOR_BBA,GBP,"[2019,12,26]",6M,1.26288
GBP_LIBOR_BBA,GBP,"[2019,12,27]",6M,1.26576
GBP_LIBOR_BBA,GBP,"[2019,12,28]",6M,1.26538
GBP_LIBOR_BBA,GBP,"[2019,12,29]",6M,1.26326
GBP_LIBOR_BBA,GBP,"[2019,12,30]",6M,1.25913
GBP_LIBOR_BBA,GBP,"[2019,12,31]",6M,1.25826
GBP_LIBOR_BBA,GBP,"[2020,1,1]",6M,1.25126
GBP_LIBOR_BBA,GBP,"[2020,1,2]",6M,1.25926
GBP_LIBOR_BBA,GBP,"[2020,1,3]",6M,1.25651
GBP_LIBOR_BBA,GBP,"[2020,1,4]",6M,1.26713
GBP_LIBOR_BBA,GBP,"[2020,1,5]",6M,1.28151
GBP_LIBOR_BBA,GBP,"[2020,1,6]",6M,1.26338
GBP_LIBOR_BBA,GBP,"[2020,1,7]",6M,1.25876
GBP_LIBOR_BBA,GBP,"[2020,1,8]",6M,1.28638
GBP_LIBOR_BBA,GBP,"[2020,1,9]",6M,1.29476
GBP_LIBOR_BBA,GBP,"[2020,1,10]",6M,1.28401
GBP_LIBOR_BBA,GBP,"[2020,1,11]",6M,1.29344
GBP_LIBOR_BBA,GBP,"[2020,1,12]",6M,1.29113
GBP_LIBOR_BBA,GBP,"[2020,1,13]",6M,1.30707
GBP_LIBOR_BBA,GBP,"[2020,1,14]",6M,1.29801
GBP_LIBOR_BBA,GBP,"[2020,1,15]",6M,1.30376
GBP_LIBOR_BBA,GBP,"[2020,1,16]",6M,1.29763
GBP_LIBOR_BBA,GBP,"[2020,1,17]",6M,1.29701
GBP_LIBOR_BBA,GBP,"[2020,1,18]",6M,1.29588
GBP_LIBOR_BBA,GBP,"[2020,1,19]",6M,1.28938
GBP_LIBOR_BBA,GBP,"[2020,1,20]",6M,1.29201
GBP_LIBOR_BBA,GBP,"[2020,1,21]",6M,1.28294
GBP_LIBOR_BBA,GBP,"[2020,1,22]",6M,1.28163
GBP_LIBOR_BBA,GBP,"[2020,1,23]",6M,1.27769
GBP_LIBOR_BBA,GBP,"[2020,1,24]",6M,1.27476
GBP_LIBOR_BBA,GBP,"[2020,1,25]",6M,1.27813
GBP_LIBOR_BBA,GBP,"[2020,1,26]",6M,1.27238
GBP_LIBOR_BBA,GBP,"[2020,1,27]",6M,1.26601
GBP_LIBOR_BBA,GBP,"[2020,1,28]",6M,1.26201
